location,bucket_id,High-Frequency Acceleration_count,High-Frequency Acceleration_mean,High-Frequency Acceleration_std,High-Frequency Acceleration_min,High-Frequency Acceleration_max,Low-Frequency Acceleration Z_count,Low-Frequency Acceleration Z_mean,Low-Frequency Acceleration Z_std,Low-Frequency Acceleration Z_min,Low-Frequency Acceleration Z_max,Temperature_count,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Vibration Velocity Z_count,Vibration Velocity Z_mean,Vibration Velocity Z_std,Vibration Velocity Z_min,Vibration Velocity Z_max,alignment_status_rating,bearing_lubrication_rating,crest_factor_rating,electromagnetic_status_rating,fit_condition_rating,kurtosis_opt_rating,rms_10_25khz_rating,rms_1_10khz_rating,rotor_balance_status_rating,rubbing_condition_rating,velocity_rms_rating,peak_value_opt_rating,datetime,bucket_end
Gearbox First Shaft Input End,1697,240,2.9282664583333333,0.101700805896709,2.71551,3.21787,240,2.5102815,0.08628596669671539,2.32999,2.70796,240,47.187083333333334,0.19068208698895484,46.8,47.4,240,2.3489978333333337,0.46501893823167517,1.53382,3.26702,83.45,96.79,92.04,98.0,86.3,86.63,98.0,96.99,87.73,97.64,75.34,90.82,2025-04-06 08:40:05,2025-04-06 09:00:00
Gearbox First Shaft Input End,1698,240,2.9685699166666666,0.09116215537828605,2.70542,3.1555,240,2.5191233333333334,0.09159153978154148,2.34592,2.74578,240,47.468333333333334,0.23624798450209797,47.2,47.9,240,2.2539534583333336,0.38704864977870823,1.48753,2.96959,81.14,97.23,91.59,98.0,88.08,87.01,98.0,96.88,88.65,97.9,71.45,91.31,2025-04-06 09:00:05,2025-04-06 09:20:00
Gearbox First Shaft Input End,1699,240,2.9160755416666664,0.10339088098895327,2.68091,3.12976,240,2.5742179583333336,0.07376601073777588,2.39223,2.78671,240,47.8675,0.1288263727255536,47.6,48.1,240,2.4517909166666665,0.38764278342059755,1.63759,3.19382,83.17,97.22,91.71,98.0,88.76,86.84,98.0,96.88,88.45,97.43,67.86,90.99,2025-04-06 09:20:05,2025-04-06 09:40:00
Gearbox First Shaft Input End,1700,240,2.971030958333333,0.09030158799994638,2.78789,3.16414,240,2.5236225416666667,0.09105456819353061,2.34294,2.76277,240,48.19083333333333,0.1733238115612173,47.9,48.5,240,2.2220002500000002,0.37679487222115277,1.50791,2.74261,84.11,97.18,90.19,98.0,89.47,87.11,98.0,96.85,83.0,97.56,67.55,90.47,2025-04-06 09:40:05,2025-04-06 10:00:00
Gearbox First Shaft Input End,1701,240,2.933470875,0.09821520839199085,2.67446,3.16103,240,2.5742462500000003,0.07552060615540299,2.4037,2.77714,240,48.892500000000005,0.17097431846104605,48.5,49.1,240,2.3688205416666666,0.4022335937204631,1.53349,3.20057,77.9,97.13,92.37,98.0,87.44,86.99,98.0,96.88,85.33,97.39,67.34,90.94,2025-04-06 10:00:05,2025-04-06 10:20:00
Gearbox First Shaft Input End,1702,240,2.9754379166666665,0.07822110922695961,2.79774,3.14082,240,2.560746791666667,0.06378423627179743,2.39377,2.72658,240,49.5475,0.2854820484724175,49.1,49.9,240,2.237856,0.35991170364049824,1.53758,2.82719,79.23,97.15,91.61,98.0,86.56,86.91,98.0,96.92,81.73,97.29,67.08,90.06,2025-04-06 10:20:05,2025-04-06 10:40:00
Gearbox First Shaft Input End,1703,240,2.9978379166666667,0.07579193528482436,2.81643,3.16089,240,2.6251673749999997,0.06011533420061191,2.43974,2.81826,240,49.90208333333333,0.06497370994994278,49.8,50.0,240,2.2789002916666665,0.34537768796410284,1.47694,2.79151,84.58,96.91,91.84,98.0,89.21,86.57,98.0,96.89,83.15,97.81,68.73,91.08,2025-04-06 10:40:05,2025-04-06 11:00:00
Gearbox First Shaft Input End,1704,240,2.9877644583333334,0.07708868891001047,2.81411,3.13447,240,2.558410125,0.047838522374723164,2.41337,2.66468,240,49.74458333333334,0.2880678553063563,49.2,50.1,240,2.2084240833333335,0.44337522523700834,1.48265,2.83127,79.53,97.68,91.93,98.0,88.02,86.77,98.0,96.82,82.08,97.62,69.24,90.97,2025-04-06 11:00:05,2025-04-06 11:20:00
Gearbox First Shaft Input End,1705,240,3.0230692083333333,0.09011893338583628,2.83663,3.22424,240,2.5801355,0.07533992348601534,2.39121,2.75275,240,49.562083333333334,0.1834691078317872,49.2,49.8,240,2.2192565833333333,0.37689037927042385,1.54266,2.7741,89.71,96.89,91.43,98.0,89.04,86.12,98.0,96.78,85.19,97.81,65.74,90.14,2025-04-06 11:20:05,2025-04-06 11:40:00
Gearbox First Shaft Input End,1706,240,3.0191299999999996,0.08290222498793265,2.8497,3.2131,240,2.5942710416666666,0.06868082856749703,2.42753,2.76821,240,49.794999999999995,0.14133257019345394,49.5,50.0,240,2.235257,0.3741254846477703,1.56346,2.78563,81.84,96.97,91.56,98.0,89.38,86.6,98.0,96.89,88.2,97.54,67.64,90.35,2025-04-06 11:40:05,2025-04-06 12:00:00
Gearbox First Shaft Input End,1707,240,2.9807360833333334,0.10922437891920415,2.7084,3.20795,240,2.5989846666666665,0.08544621025877717,2.41623,2.84522,240,49.825,0.14679276942278988,49.5,50.1,240,2.33406325,0.3839254875267555,1.54139,3.17923,81.89,97.25,91.16,98.0,88.54,86.91,98.0,96.82,85.31,97.49,68.07,91.4,2025-04-06 12:00:05,2025-04-06 12:20:00
Gearbox First Shaft Input End,1708,240,3.01166175,0.0963888151305967,2.74273,3.17654,240,2.5671606666666666,0.09678539911783657,2.37016,2.79327,240,49.8625,0.10026116523972935,49.6,50.1,240,2.2803850000000003,0.3956328773509656,1.59204,3.09125,77.75,97.4,92.02,98.0,81.46,86.62,98.0,96.9,88.85,98.22,71.27,90.33,2025-04-06 12:20:05,2025-04-06 12:40:00
Gearbox First Shaft Input End,1709,240,3.012143291666667,0.09913673859538032,2.72504,3.19956,240,2.6058212083333334,0.07963397719865116,2.42409,2.79184,240,49.64916666666667,0.12101096691773344,49.4,50.0,240,2.272692708333333,0.3638479724417281,1.55769,2.94713,78.72,97.64,91.37,98.0,87.8,86.98,98.0,96.81,84.49,97.78,68.12,90.52,2025-04-06 12:40:05,2025-04-06 13:00:00
Gearbox First Shaft Input End,1710,240,2.9919582916666667,0.1056215990138425,2.74847,3.2276,240,2.57236175,0.08323922435105237,2.4024,2.80249,240,50.02916666666667,0.15732908416832983,49.8,50.3,240,2.3565699166666665,0.4226788600854948,1.50665,3.30117,80.88,97.59,91.91,98.0,83.02,86.31,98.0,96.86,88.82,98.52,68.72,90.88,2025-04-06 13:00:05,2025-04-06 13:20:00
Gearbox First Shaft Input End,1711,240,2.9888019166666666,0.10496228222972181,2.75123,3.22314,240,2.5767990833333334,0.07918825927299789,2.41768,2.80572,240,49.757083333333334,0.15535030375210576,49.4,50.1,240,2.4449252083333333,0.44764816786447914,1.57618,3.27827,88.83,96.67,91.68,98.0,89.56,86.83,98.0,96.8,87.33,98.06,66.67,90.13,2025-04-06 13:20:05,2025-04-06 13:40:00
Gearbox First Shaft Input End,1712,240,3.029062625,0.08959839452962072,2.78572,3.21046,240,2.6091330833333335,0.09791532040254351,2.41082,2.7987,240,50.080416666666665,0.2344579641632009,49.6,50.5,240,2.20946525,0.32363925492820117,1.56002,2.74631,82.81,97.25,91.98,98.0,88.85,86.84,98.0,96.8,84.15,97.79,70.75,90.25,2025-04-06 13:40:05,2025-04-06 14:00:00
Gearbox First Shaft Input End,1713,240,3.0314022916666667,0.09286570522909411,2.77902,3.26162,240,2.6016322916666668,0.09485986384769429,2.4151,2.86347,240,49.967083333333335,0.1545672638420022,49.7,50.3,240,2.2020536666666666,0.3332365114319751,1.53673,2.73872,79.94,97.02,91.78,98.0,85.98,87.01,98.0,96.83,88.6,97.2,72.01,91.75,2025-04-06 14:00:05,2025-04-06 14:20:00
Gearbox First Shaft Input End,1714,240,2.9608416666666666,0.1078066161276412,2.70938,3.2069,240,2.648464875,0.09438298706696602,2.4273,2.87031,240,50.21,0.14801334328632618,49.9,50.5,240,2.4382669583333336,0.33332634420226237,1.68914,2.9882,78.43,97.42,92.37,98.0,86.57,87.16,98.0,96.78,88.05,97.59,71.31,90.53,2025-04-06 14:20:05,2025-04-06 14:40:00
Gearbox First Shaft Input End,1715,240,3.0340237083333337,0.08287716392599756,2.82985,3.18528,240,2.5372129583333334,0.05647262924244554,2.42151,2.79099,240,50.33583333333333,0.17752168037002689,50.1,50.7,240,2.1783577500000004,0.3917278408435983,1.47647,2.76309,86.32,96.81,90.45,98.0,88.55,86.76,98.0,96.79,85.29,97.97,67.03,91.08,2025-04-06 14:40:05,2025-04-06 15:00:00
Gearbox First Shaft Input End,1716,240,3.042569208333333,0.08355743811429474,2.86411,3.21207,240,2.603290375,0.08486302612813523,2.43426,2.83202,240,50.583333333333336,0.21910175444427807,50.1,51.1,240,2.1772360416666667,0.35407751271053417,1.53231,2.70966,81.5,97.06,91.98,98.0,89.04,87.09,98.0,96.87,81.84,97.47,67.88,90.58,2025-04-06 15:00:05,2025-04-06 15:20:00
Gearbox First Shaft Input End,1717,240,2.9739991666666667,0.09956105181562291,2.75004,3.18731,240,2.6387719583333333,0.07239160320767418,2.46104,2.81241,240,50.937083333333334,0.22777767856128725,50.6,51.5,240,2.5714029999999997,0.4937513754487065,1.64559,3.6165,80.44,97.02,91.03,98.0,88.48,86.78,98.0,96.81,82.46,97.6,69.16,89.87,2025-04-06 15:20:05,2025-04-06 15:40:00
Gearbox First Shaft Input End,1718,240,3.034521583333333,0.09293826372613258,2.79954,3.2569,240,2.63067075,0.0911296606378554,2.4346,2.84211,240,50.693333333333335,0.16779811207405937,50.4,51.1,240,2.223406916666667,0.3194211852496155,1.5389,2.71859,89.08,96.94,91.4,98.0,89.39,86.81,98.0,96.8,85.81,97.98,67.55,90.63,2025-04-06 15:40:05,2025-04-06 16:00:00
Gearbox First Shaft Input End,1719,240,3.0459947916666668,0.0951726668329217,2.84208,3.24096,240,2.5853821666666668,0.0931972014608777,2.41126,2.85169,240,50.93875,0.20093531297409525,50.6,51.4,240,2.158279125,0.35608255378743775,1.45419,2.69437,83.85,97.32,91.95,98.0,89.24,86.92,98.0,96.87,84.05,97.7,67.65,89.9,2025-04-06 16:00:05,2025-04-06 16:20:00
Gearbox First Shaft Input End,1720,240,3.004564041666667,0.1020131037070628,2.70063,3.24125,240,2.5897302916666667,0.07707239574651266,2.41677,2.81021,240,51.23458333333333,0.23592565254459455,50.9,51.6,240,2.407316541666667,0.49731214427524084,1.50331,3.55514,80.88,97.16,92.44,98.0,85.22,86.38,98.0,96.9,87.99,97.67,75.77,91.29,2025-04-06 16:20:05,2025-04-06 16:40:00
Gearbox First Shaft Input End,1721,240,3.0252010833333336,0.10269045312005086,2.79188,3.26355,240,2.6242080833333334,0.09406737692828876,2.43985,2.87518,240,50.9825,0.18049791663049666,50.6,51.2,240,2.3309361666666666,0.49416680502497495,1.48374,3.66322,82.94,97.15,91.2,98.0,89.32,86.94,98.0,96.79,85.96,97.14,69.01,90.26,2025-04-06 16:40:05,2025-04-06 17:00:00
Gearbox First Shaft Input End,1722,240,3.0441182083333334,0.08731533315454662,2.77394,3.25268,240,2.671372,0.06888509888115232,2.46007,2.85381,240,51.380833333333335,0.17128401788789013,51.1,51.7,240,2.1888705,0.2879284852569177,1.504,2.60815,81.82,97.51,91.55,98.0,89.27,86.75,98.0,96.86,80.04,97.57,69.52,90.51,2025-04-06 17:00:05,2025-04-06 17:20:00
Gearbox First Shaft Input End,1723,240,3.0397092916666666,0.08862897009253529,2.81146,3.24031,240,2.577824625,0.06541380397505117,2.43636,2.73801,240,50.99583333333333,0.17733302398228504,50.6,51.4,240,2.1214780833333333,0.33950154579000164,1.53931,2.64441,87.65,97.02,91.63,98.0,88.44,86.96,98.0,96.76,81.29,97.75,67.28,91.36,2025-04-06 17:20:05,2025-04-06 17:40:00
Gearbox First Shaft Input End,1724,240,3.0427254583333334,0.08736249539876664,2.83008,3.20867,240,2.620598833333333,0.08582929261875849,2.41282,2.83178,240,51.37583333333334,0.11996919641832968,51.1,51.6,240,2.133413416666667,0.3365170351031837,1.43087,2.64088,80.79,97.5,90.41,98.0,88.62,86.99,98.0,96.83,82.09,97.4,69.46,90.42,2025-04-06 17:40:05,2025-04-06 18:00:00
Gearbox First Shaft Input End,1725,240,2.6652750833333334,0.9031512563469077,0.03805,3.18896,240,2.30574725,0.7867615694359756,0.01597,2.83142,240,51.525416666666665,0.3776992579131963,51.0,52.7,240,2.11981025,0.8268716785986538,0.07606,3.64741,88.81,97.2,91.14,98.0,89.95,86.28,98.0,96.86,80.19,97.93,67.81,90.43,2025-04-06 18:00:05,2025-04-06 18:20:00
Gearbox First Shaft Input End,1726,240,3.0205762916666665,0.10583854572256604,2.7282,3.2234,240,2.642581125,0.10083240829794865,2.40556,2.88997,240,51.33375,0.08325554249206565,51.2,51.5,240,2.2417384166666663,0.2833033803046537,1.62575,2.69868,86.66,97.05,91.91,98.0,89.6,86.76,98.0,96.89,83.68,97.82,67.22,89.28,2025-04-06 18:20:05,2025-04-06 18:40:00
Gearbox First Shaft Input End,1727,240,3.0034492916666666,0.10123674976431944,2.72691,3.19881,240,2.59367975,0.08521534503868892,2.34292,2.76995,240,51.24708333333333,0.33597393760579386,50.7,51.7,240,2.2251108333333334,0.38478309855013976,1.53813,3.31806,81.67,97.19,91.7,98.0,89.31,87.03,98.0,96.83,82.54,97.66,69.61,90.82,2025-04-06 18:40:05,2025-04-06 19:00:00
Gearbox First Shaft Input End,1728,240,3.0106295833333334,0.09804936626053957,2.74251,3.20673,240,2.6380079166666666,0.07749778897529909,2.41827,2.81468,240,50.876666666666665,0.14066984601825744,50.5,51.1,240,2.1952562916666665,0.2640773979609118,1.6093,2.58076,82.36,97.4,91.43,98.0,89.73,86.93,98.0,96.9,81.97,97.59,70.35,90.12,2025-04-06 19:00:05,2025-04-06 19:20:00
Gearbox First Shaft Input End,1729,240,3.007501375,0.09587671323953553,2.79279,3.19556,240,2.537319291666667,0.10385336057961911,2.37299,2.83369,240,51.11208333333333,0.24575865234460503,50.7,51.4,240,2.140825375,0.3250821886149261,1.50824,2.61242,83.93,97.26,91.94,98.0,88.97,86.98,98.0,96.83,82.77,97.86,69.91,91.06,2025-04-06 19:20:05,2025-04-06 19:40:00
Gearbox First Shaft Input End,1730,240,2.9555686666666667,0.10954633302192031,2.70569,3.16955,240,2.6135946249999997,0.08102621270075905,2.38974,2.78159,240,51.22625,0.18163166783770504,50.9,51.5,240,2.4909852916666666,0.4708506186460973,1.60392,3.52909,80.57,96.37,91.93,98.0,84.35,85.59,98.0,96.91,86.02,98.45,66.24,90.25,2025-04-06 19:40:05,2025-04-06 20:00:00
Gearbox First Shaft Input End,1731,240,2.954552958333333,0.10291794553414338,2.73816,3.22199,240,2.5679380416666664,0.09239510269266576,2.35876,2.7552,240,50.540416666666665,0.20018776053998905,50.2,51.0,240,2.526466708333333,0.5092482140058999,1.53725,3.48096,89.75,97.0,90.58,98.0,90.87,86.26,98.0,96.86,83.88,98.1,66.46,90.22,2025-04-06 20:00:05,2025-04-06 20:20:00
Gearbox First Shaft Input End,1732,240,3.01410075,0.09851553069722808,2.80844,3.20405,240,2.4807698333333335,0.062245975252369266,2.35914,2.73334,240,50.514583333333334,0.07428764442600985,50.4,50.7,240,2.1048032083333332,0.3194142269399907,1.51099,2.58891,82.08,97.44,91.65,98.0,88.65,87.37,98.0,96.81,85.93,97.21,68.53,90.38,2025-04-06 20:20:05,2025-04-06 20:40:00
Gearbox First Shaft Input End,1733,240,2.91374275,0.09036438532223454,2.66877,3.17664,240,2.598217875,0.07360420990370833,2.37995,2.79862,240,50.37708333333333,0.2985597109060288,50.0,50.8,240,2.658887083333333,0.4336601146896367,1.70253,3.40564,75.83,97.31,91.44,98.0,82.1,87.19,98.0,96.91,87.99,98.66,67.44,90.24,2025-04-06 20:40:05,2025-04-06 21:00:00
Gearbox First Shaft Input End,1734,240,2.993935375,0.09527125420002731,2.71237,3.18617,240,2.554652083333333,0.10010787625620973,2.35424,2.77869,240,49.84375,0.15645958746735772,49.4,50.1,240,2.2288325416666668,0.3513555439473677,1.54967,3.21619,89.23,97.03,91.54,98.0,91.09,86.76,98.0,96.82,84.66,98.09,65.77,90.52,2025-04-06 21:00:05,2025-04-06 21:20:00
Gearbox First Shaft Input End,1735,240,3.0015270000000003,0.10259587519419046,2.77598,3.23176,240,2.4995489583333335,0.08665470856499179,2.34141,2.75893,240,50.080000000000005,0.14670723415122083,49.8,50.4,240,2.116789125,0.31368897387144473,1.55977,2.55151,84.41,97.58,91.65,98.0,90.04,87.22,98.0,96.86,83.94,97.12,69.18,90.89,2025-04-06 21:20:05,2025-04-06 21:40:00
Gearbox First Shaft Input End,1736,240,2.973246125,0.09805421347560256,2.72159,3.20318,240,2.5730294166666665,0.08392545921388128,2.39945,2.80336,240,50.52625,0.15340793922057103,50.3,50.8,240,2.199856375,0.3052539401830297,1.4947,2.61323,80.81,97.16,91.09,98.0,88.72,86.92,98.0,96.81,83.76,97.34,68.61,90.53,2025-04-06 21:40:05,2025-04-06 22:00:00
Gearbox First Shaft Input End,1737,240,2.9529250416666666,0.10861260996547718,2.68604,3.1877,240,2.5312205833333334,0.09088227265261091,2.35495,2.80284,240,50.6725,0.13127154136834657,50.5,50.9,240,2.37186275,0.47889793154536664,1.54308,3.34801,82.6,97.12,92.22,98.0,88.97,87.07,98.0,96.83,86.26,97.92,69.02,91.78,2025-04-06 22:00:05,2025-04-06 22:20:00
Gearbox First Shaft Input End,1738,240,2.92179625,0.11047507181709196,2.67906,3.16414,240,2.5888954166666664,0.08646152996957211,2.37742,2.8057,240,50.65291666666667,0.2115687404571583,50.2,50.9,240,2.5337542083333333,0.39129645776309807,1.70469,3.29592,81.21,97.1,91.02,98.0,88.21,86.87,98.0,96.92,88.54,97.38,67.36,90.51,2025-04-06 22:20:05,2025-04-06 22:40:00
Gearbox First Shaft Input End,1739,240,2.98651375,0.10290737794778317,2.69441,3.17696,240,2.5393176250000002,0.09847790361392512,2.30627,2.79029,240,50.51583333333333,0.09009138394789502,50.3,50.7,240,2.2363643333333334,0.33652641941518857,1.5526,2.71053,80.59,97.14,91.23,98.0,88.09,87.3,98.0,96.86,82.29,97.5,67.91,90.96,2025-04-06 22:40:05,2025-04-06 23:00:00
Gearbox First Shaft Input End,1740,240,2.968592166666667,0.10178687341435536,2.69999,3.1919,240,2.552555791666667,0.09493730424132057,2.3479,2.80408,240,50.31583333333333,0.08532079100643336,50.2,50.5,240,2.28942025,0.30891167864231167,1.59116,2.81474,79.21,97.34,90.92,98.0,88.44,87.13,98.0,96.81,82.82,97.39,68.2,90.27,2025-04-06 23:00:05,2025-04-06 23:20:00
Gearbox First Shaft Input End,1741,240,2.9501024583333333,0.10800720135702668,2.64441,3.17966,240,2.5865882916666667,0.08134057487710034,2.30172,2.7667,240,50.18666666666666,0.12027397826039544,50.0,50.4,240,2.4300668333333335,0.36835799792700635,1.6389,3.53526,87.48,97.34,91.94,98.0,89.94,86.93,98.0,96.79,83.09,97.62,67.57,90.75,2025-04-06 23:20:05,2025-04-06 23:40:00
Gearbox First Shaft Input End,1742,240,2.9204923333333332,0.1156704160760317,2.68816,3.16034,240,2.558495166666667,0.09889520151986218,2.36118,2.84484,240,49.944583333333334,0.1166649232784625,49.6,50.1,240,2.5153235,0.44112596931727843,1.5549,3.41569,78.93,96.68,92.22,98.0,81.18,82.8,98.0,96.9,88.14,98.8,66.51,90.85,2025-04-06 23:40:05,2025-04-07 00:00:00
Gearbox First Shaft Input End,1743,195,2.9506346666666663,0.11562931514496408,2.66641,3.20048,195,2.482188512820513,0.09553050182378786,2.31732,2.81989,217,49.36543778801843,0.13895748434085903,49.2,49.7,195,2.266649487179487,0.4027061921534164,1.55006,3.2656,89.99,96.99,91.42,98.0,90.78,86.53,98.0,96.85,83.45,97.8,66.86,90.11,2025-04-07 00:00:05,2025-04-07 00:20:00
Gearbox First Shaft Input End,1744,240,2.979446166666667,0.1050048957111971,2.7131,3.19414,240,2.4874682083333335,0.08730172793320738,2.29052,2.77177,240,49.377916666666664,0.06762431086379884,49.2,49.5,240,2.1118147499999997,0.29675010166963967,1.47334,2.55236,84.71,96.96,91.36,98.0,88.19,86.88,98.0,96.79,84.01,98.24,65.96,90.68,2025-04-07 00:20:05,2025-04-07 00:40:00
Gearbox First Shaft Input End,1745,240,2.9332654166666665,0.1130131061596062,2.66915,3.18296,240,2.5558942083333336,0.09437808432155959,2.35361,2.79638,240,49.475,0.04339176406052283,49.4,49.5,240,2.353530125,0.36266712598450246,1.54913,3.68878,81.68,97.1,91.64,98.0,83.3,84.89,98.0,96.99,86.04,97.99,71.66,91.72,2025-04-07 00:40:05,2025-04-07 01:00:00
Gearbox First Shaft Input End,1746,240,2.940556583333333,0.10899055087825801,2.68154,3.16167,240,2.5476177916666667,0.08070547417646765,2.31945,2.73528,240,49.18625,0.07774610001116682,49.0,49.4,240,2.308518,0.34170922775666807,1.64537,3.44842,80.15,97.43,91.62,98.0,88.32,86.75,98.0,96.86,85.52,97.51,68.81,91.4,2025-04-07 01:00:05,2025-04-07 01:20:00
Gearbox First Shaft Input End,1747,240,2.955857416666667,0.10514111144700254,2.69298,3.16731,240,2.5568815833333334,0.10378349375773634,2.33904,2.76354,240,49.14958333333333,0.09681017818245909,49.0,49.3,240,2.3135879583333336,0.3013700515581283,1.55745,2.842,87.75,96.75,91.45,98.0,89.7,86.78,98.0,96.84,83.5,97.92,66.42,90.33,2025-04-07 01:20:05,2025-04-07 01:40:00
Gearbox First Shaft Input End,1748,240,2.942664708333333,0.11974630081164729,2.62452,3.17023,240,2.46250875,0.07764593028923819,2.30017,2.69034,240,49.30416666666667,0.1510885651953135,49.0,49.6,240,2.2283041666666668,0.38676052642447817,1.53466,3.07373,80.71,97.02,91.66,98.0,82.6,85.64,98.0,97.08,86.44,97.53,71.97,91.54,2025-04-07 01:40:05,2025-04-07 02:00:00
Gearbox First Shaft Input End,1749,240,2.850561375,0.12808916698183903,2.57931,3.2272,240,2.5056399166666665,0.08217501836124431,2.29161,2.67951,240,48.78041666666666,0.2911379946668542,48.4,49.4,240,2.5906095,0.38859639578637306,1.63862,3.22868,88.08,96.82,91.63,98.0,89.56,86.89,98.0,96.79,84.64,97.98,66.36,91.45,2025-04-07 02:00:05,2025-04-07 02:20:00
Gearbox First Shaft Input End,1750,240,2.9627801666666667,0.10459600185150182,2.67703,3.17563,240,2.472431125,0.08732563143444079,2.30461,2.70216,240,48.763749999999995,0.10134296961081429,48.5,48.9,240,2.187602458333333,0.3346003428100092,1.56092,2.69608,81.23,97.57,91.46,98.0,88.16,87.12,98.0,96.83,85.66,97.74,69.36,91.46,2025-04-07 02:20:05,2025-04-07 02:40:00
Gearbox First Shaft Input End,1751,240,2.8271347916666665,0.11005039437859918,2.52217,3.07843,240,2.516155541666667,0.09015352883393771,2.22918,2.73649,240,48.535833333333336,0.1946118692099219,48.2,48.8,240,2.62941025,0.3700852769870951,1.85784,3.31282,80.22,96.95,92.27,98.0,81.73,86.0,98.0,96.93,88.95,98.19,68.52,91.2,2025-04-07 02:40:05,2025-04-07 03:00:00
Gearbox First Shaft Input End,1752,240,2.9764072083333333,0.11256825277660738,2.59013,3.18999,240,2.4569931666666665,0.07503603103249942,2.29921,2.70207,240,48.19958333333333,0.10489999886987182,48.0,48.3,240,2.203713458333333,0.3912477740368966,1.5707,3.38052,85.92,96.94,91.22,98.0,89.9,86.61,98.0,96.81,85.57,97.94,67.58,91.17,2025-04-07 03:00:05,2025-04-07 03:20:00
Gearbox First Shaft Input End,1753,240,2.8340657916666667,0.1201713528100216,2.57134,3.18583,240,2.5059950416666665,0.08339833616131204,2.2846,2.69428,240,48.12875,0.21832018442844472,47.7,48.4,240,2.521113375,0.40175328294511936,1.60103,3.19205,85.66,97.39,91.72,98.0,89.64,86.76,98.0,96.87,80.38,97.42,68.38,91.5,2025-04-07 03:20:05,2025-04-07 03:40:00
Gearbox First Shaft Input End,1754,240,2.9271032083333335,0.1214581396117528,2.58655,3.18296,240,2.4805695,0.09724701746381134,2.29182,2.75362,240,47.93875,0.08556054402914129,47.7,48.1,240,2.2808342083333333,0.3831527131316229,1.574,3.11734,78.32,97.18,92.0,98.0,83.06,85.33,98.0,97.01,86.28,98.58,67.74,91.37,2025-04-07 03:40:05,2025-04-07 04:00:00
Gearbox First Shaft Input End,1755,240,2.9082890833333335,0.12433812316405485,2.574,3.15211,240,2.4752685,0.09337121363576614,2.25937,2.73401,240,47.64333333333333,0.11587999371253958,47.5,47.9,240,2.3387498333333334,0.42703622176624606,1.58967,3.31358,83.66,97.09,91.1,98.0,85.44,85.36,98.0,96.97,84.25,97.98,72.06,90.73,2025-04-07 04:00:05,2025-04-07 04:20:00
Gearbox First Shaft Input End,1756,240,2.8324661250000003,0.11471511337754446,2.54214,3.10341,240,2.5134790416666664,0.08717618701183812,2.26387,2.7966,240,47.41125,0.21762915176681297,47.1,47.8,240,2.5740975,0.4058661777191073,1.76666,3.32109,83.81,96.86,91.1,98.0,89.19,86.85,98.0,96.88,82.82,97.62,66.86,91.31,2025-04-07 04:20:05,2025-04-07 04:40:00
Gearbox First Shaft Input End,1757,240,2.9331210833333334,0.10199302854833577,2.67032,3.13224,240,2.5120432916666666,0.09930884627531358,2.3011,2.75853,240,47.40625,0.10786294185650962,47.2,47.6,240,2.1999959166666665,0.26715399166069737,1.61079,2.56803,84.4,96.82,90.95,98.0,90.08,86.96,98.0,96.92,83.42,97.57,68.17,92.07,2025-04-07 04:40:05,2025-04-07 05:00:00
Gearbox First Shaft Input End,1758,240,2.875469125,0.11984742171137017,2.58699,3.09291,240,2.505374625,0.09234105380291048,2.26343,2.75066,240,47.410833333333336,0.11556362397179308,47.3,47.7,240,2.3789421666666666,0.37347924850394076,1.58808,3.26676,85.34,97.26,91.54,98.0,90.06,87.09,98.0,96.87,84.15,97.09,67.79,91.53,2025-04-07 05:00:05,2025-04-07 05:20:00
Gearbox First Shaft Input End,1759,240,2.951472875,0.10653799361023641,2.59763,3.13396,240,2.4984043333333332,0.09328279257819017,2.278,2.76721,240,47.221250000000005,0.08633943425775586,47.0,47.4,240,2.1707313333333333,0.39470615262651704,1.5916,3.36958,82.63,97.15,91.76,98.0,85.85,85.57,98.0,97.06,85.46,97.98,71.53,91.67,2025-04-07 05:20:05,2025-04-07 05:40:00
Gearbox First Shaft Input End,1760,240,2.875478166666667,0.12691065089766526,2.5758,3.10907,240,2.4666165,0.0813365602217289,2.301,2.68044,240,47.067083333333336,0.1635121626550274,46.8,47.4,240,2.3573170416666667,0.4256140209117305,1.59659,3.39079,77.75,97.54,92.25,98.0,86.93,87.22,98.0,96.91,89.72,97.57,69.2,91.98,2025-04-07 05:40:05,2025-04-07 06:00:00
Gearbox First Shaft Input End,1761,240,2.864161,0.10984655452990817,2.57997,3.1239,240,2.5207961666666665,0.08898066753675161,2.2988,2.72135,240,47.166666666666664,0.08367433716581542,47.0,47.3,240,2.47746025,0.3974623888902744,1.60497,3.35729,84.05,97.37,92.06,98.0,90.67,86.85,98.0,96.86,85.06,97.84,69.1,89.93,2025-04-07 06:00:05,2025-04-07 06:20:00
Gearbox First Shaft Input End,1762,240,2.9358534583333333,0.09705890126499547,2.6793,3.13107,240,2.5163272500000002,0.09153018960508194,2.27336,2.7565,240,46.83125,0.13592431132818703,46.5,47.1,240,2.1947707500000004,0.3139241460950834,1.49423,2.9669,87.52,96.88,91.33,98.0,90.73,86.73,98.0,96.81,83.69,97.85,66.6,90.9,2025-04-07 06:20:05,2025-04-07 06:40:00
